Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-HU-en_2020-12-16	u2020-12-16-0	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2020 autumn, meeting 64, day 1, 2020-12-16 [ParlaMint.ana]	2020-12-16	Unicameralism	8. ciklus	-	64. ülés	1. ülésnap	-	COVID	English	Chairperson	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 8th parliamentary term	Coalition	Right to far-right	LezsakSandor	Lezsák, Sándor	M	1949	
ParlaMint-HU-en_2020-12-16	u2020-12-16-1	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2020 autumn, meeting 64, day 1, 2020-12-16 [ParlaMint.ana]	2020-12-16	Unicameralism	8. ciklus	-	64. ülés	1. ülésnap	-	COVID	English	Regular	MP	notMinister	Párbeszéd-frakció	Parliamentary group of the Dialogue for Hungary in the 8th parliamentary term	Opposition	Centre-left to left	TordaiBence	Tordai, Bence	M	1981	
ParlaMint-HU-en_2020-12-16	u2020-12-16-2	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2020 autumn, meeting 64, day 1, 2020-12-16 [ParlaMint.ana]	2020-12-16	Unicameralism	8. ciklus	-	64. ülés	1. ülésnap	-	COVID	English	Chairperson	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 8th parliamentary term	Coalition	Right to far-right	LezsakSandor	Lezsák, Sándor	M	1949	
ParlaMint-HU-en_2020-12-16	u2020-12-16-3	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2020 autumn, meeting 64, day 1, 2020-12-16 [ParlaMint.ana]	2020-12-16	Unicameralism	8. ciklus	-	64. ülés	1. ülésnap	-	COVID	English	Regular	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 8th parliamentary term	Coalition	Right to far-right	DomotorCsaba	Dömötör, Csaba	M	1982	
ParlaMint-HU-en_2020-12-16	u2020-12-16-4	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2020 autumn, meeting 64, day 1, 2020-12-16 [ParlaMint.ana]	2020-12-16	Unicameralism	8. ciklus	-	64. ülés	1. ülésnap	-	COVID	English	Chairperson	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 8th parliamentary term	Coalition	Right to far-right	LezsakSandor	Lezsák, Sándor	M	1949	
ParlaMint-HU-en_2020-12-16	u2020-12-16-5	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2020 autumn, meeting 64, day 1, 2020-12-16 [ParlaMint.ana]	2020-12-16	Unicameralism	8. ciklus	-	64. ülés	1. ülésnap	-	COVID	English	Regular	MP	notMinister	LMP-frakció	Parliamentary group of the Politics Can be Different in the 8th parliamentary term	Opposition	Centre to centre-left	SchmuckErzsebet	Schmuck, Erzsébet	F	1954	
ParlaMint-HU-en_2020-12-16	u2020-12-16-6	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2020 autumn, meeting 64, day 1, 2020-12-16 [ParlaMint.ana]	2020-12-16	Unicameralism	8. ciklus	-	64. ülés	1. ülésnap	-	COVID	English	Chairperson	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 8th parliamentary term	Coalition	Right to far-right	LezsakSandor	Lezsák, Sándor	M	1949	
ParlaMint-HU-en_2020-12-16	u2020-12-16-7	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2020 autumn, meeting 64, day 1, 2020-12-16 [ParlaMint.ana]	2020-12-16	Unicameralism	8. ciklus	-	64. ülés	1. ülésnap	-	COVID	English	Guest	notMP	notMinister	KDNP	Christian Democratic People's Party	-	Right	SchandaTamasJanos	Schanda, Tamás János	M	1987	
ParlaMint-HU-en_2020-12-16	u2020-12-16-8	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2020 autumn, meeting 64, day 1, 2020-12-16 [ParlaMint.ana]	2020-12-16	Unicameralism	8. ciklus	-	64. ülés	1. ülésnap	-	COVID	English	Chairperson	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 8th parliamentary term	Coalition	Right to far-right	LezsakSandor	Lezsák, Sándor	M	1949	
ParlaMint-HU-en_2020-12-16	u2020-12-16-9	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2020 autumn, meeting 64, day 1, 2020-12-16 [ParlaMint.ana]	2020-12-16	Unicameralism	8. ciklus	-	64. ülés	1. ülésnap	-	COVID	English	Regular	MP	notMinister	DK-frakció	Parliamentary group of the Democratic Coalition in the 8th parliamentary term	Opposition	Centre-left	BoszAnett	Bősz, Anett	F	1986	
