Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-HU-en_2019-03-20	u2019-03-20-0	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2019 spring, meeting 21, day 3, 2019-03-20 [ParlaMint.ana]	2019-03-20	Unicameralism	8. ciklus	-	21. ülés	3. ülésnap	-	Reference	English	Chairperson	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 8th parliamentary term	Coalition	Right to far-right	LezsakSandor	Lezsák, Sándor	M	1949	
ParlaMint-HU-en_2019-03-20	u2019-03-20-1	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2019 spring, meeting 21, day 3, 2019-03-20 [ParlaMint.ana]	2019-03-20	Unicameralism	8. ciklus	-	21. ülés	3. ülésnap	-	Reference	English	Regular	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 8th parliamentary term	Coalition	Right to far-right	PogacsasTibor	Pogácsás, Tibor	M	1964	
ParlaMint-HU-en_2019-03-20	u2019-03-20-2	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2019 spring, meeting 21, day 3, 2019-03-20 [ParlaMint.ana]	2019-03-20	Unicameralism	8. ciklus	-	21. ülés	3. ülésnap	-	Reference	English	Chairperson	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 8th parliamentary term	Coalition	Right to far-right	LezsakSandor	Lezsák, Sándor	M	1949	
ParlaMint-HU-en_2019-03-20	u2019-03-20-3	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2019 spring, meeting 21, day 3, 2019-03-20 [ParlaMint.ana]	2019-03-20	Unicameralism	8. ciklus	-	21. ülés	3. ülésnap	-	Reference	English	Regular	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 8th parliamentary term	Coalition	Right to far-right	BecsoKaroly	Becsó, Károly	M	1967	
ParlaMint-HU-en_2019-03-20	u2019-03-20-4	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2019 spring, meeting 21, day 3, 2019-03-20 [ParlaMint.ana]	2019-03-20	Unicameralism	8. ciklus	-	21. ülés	3. ülésnap	-	Reference	English	Chairperson	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 8th parliamentary term	Coalition	Right to far-right	LezsakSandor	Lezsák, Sándor	M	1949	
ParlaMint-HU-en_2019-03-20	u2019-03-20-5	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2019 spring, meeting 21, day 3, 2019-03-20 [ParlaMint.ana]	2019-03-20	Unicameralism	8. ciklus	-	21. ülés	3. ülésnap	-	Reference	English	Regular	MP	notMinister	JOBBIK-frakció	Parliamentary group of the Movement for a Better Hungary in the 8th parliamentary term	Opposition	Centre-right	VargaDammAndrea	Varga-Damm, Andrea	F	1966	
ParlaMint-HU-en_2019-03-20	u2019-03-20-6	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2019 spring, meeting 21, day 3, 2019-03-20 [ParlaMint.ana]	2019-03-20	Unicameralism	8. ciklus	-	21. ülés	3. ülésnap	-	Reference	English	Chairperson	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 8th parliamentary term	Coalition	Right to far-right	LezsakSandor	Lezsák, Sándor	M	1949	
ParlaMint-HU-en_2019-03-20	u2019-03-20-7	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2019 spring, meeting 21, day 3, 2019-03-20 [ParlaMint.ana]	2019-03-20	Unicameralism	8. ciklus	-	21. ülés	3. ülésnap	-	Reference	English	Regular	MP	notMinister	KNDP-frakció	Parliamentary group of the Christian Democratic People's Party in the 8th parliamentary term	Coalition	Right	VejkeyImre	Vejkey, Imre	M	1964	
ParlaMint-HU-en_2019-03-20	u2019-03-20-8	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2019 spring, meeting 21, day 3, 2019-03-20 [ParlaMint.ana]	2019-03-20	Unicameralism	8. ciklus	-	21. ülés	3. ülésnap	-	Reference	English	Chairperson	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 8th parliamentary term	Coalition	Right to far-right	LezsakSandor	Lezsák, Sándor	M	1949	
ParlaMint-HU-en_2019-03-20	u2019-03-20-9	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2019 spring, meeting 21, day 3, 2019-03-20 [ParlaMint.ana]	2019-03-20	Unicameralism	8. ciklus	-	21. ülés	3. ülésnap	-	Reference	English	Regular	MP	notMinister	MSZP-frakció	Parliamentary group of the Hungarian Socialist Party in the 8th parliamentary term	Opposition	Centre-left	TobiasJozsef	Tóbiás, József	M	1970	
