Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-HU-en_2016-03-02	u2016-03-02-0	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2016 spring, meeting 53, day 3, 2016-03-02 [ParlaMint.ana]	2016-03-02	Unicameralism	7. ciklus	-	53. ülés	3. ülésnap	-	Reference	English	Chairperson	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 7th parliamentary term	Coalition	Right to far-right	JakabIstvan	Jakab, István	M	1949	
ParlaMint-HU-en_2016-03-02	u2016-03-02-1	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2016 spring, meeting 53, day 3, 2016-03-02 [ParlaMint.ana]	2016-03-02	Unicameralism	7. ciklus	-	53. ülés	3. ülésnap	-	Reference	English	Regular	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 7th parliamentary term	Coalition	Right to far-right	VolnerPal	Völner, Pál	M	1962	
ParlaMint-HU-en_2016-03-02	u2016-03-02-2	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2016 spring, meeting 53, day 3, 2016-03-02 [ParlaMint.ana]	2016-03-02	Unicameralism	7. ciklus	-	53. ülés	3. ülésnap	-	Reference	English	Chairperson	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 7th parliamentary term	Coalition	Right to far-right	JakabIstvan	Jakab, István	M	1949	
ParlaMint-HU-en_2016-03-02	u2016-03-02-3	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2016 spring, meeting 53, day 3, 2016-03-02 [ParlaMint.ana]	2016-03-02	Unicameralism	7. ciklus	-	53. ülés	3. ülésnap	-	Reference	English	Regular	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 7th parliamentary term	Coalition	Right to far-right	VasImre	Vas, Imre	M	1966	
ParlaMint-HU-en_2016-03-02	u2016-03-02-4	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2016 spring, meeting 53, day 3, 2016-03-02 [ParlaMint.ana]	2016-03-02	Unicameralism	7. ciklus	-	53. ülés	3. ülésnap	-	Reference	English	Chairperson	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 7th parliamentary term	Coalition	Right to far-right	JakabIstvan	Jakab, István	M	1949	
ParlaMint-HU-en_2016-03-02	u2016-03-02-5	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2016 spring, meeting 53, day 3, 2016-03-02 [ParlaMint.ana]	2016-03-02	Unicameralism	7. ciklus	-	53. ülés	3. ülésnap	-	Reference	English	Regular	MP	notMinister	MSZP-frakció	Parliamentary group of the Hungarian Socialist Party in the 7th parliamentary term	Opposition	Centre-left	BarandyGergely	Bárándy, Gergely	M	1976	
ParlaMint-HU-en_2016-03-02	u2016-03-02-6	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2016 spring, meeting 53, day 3, 2016-03-02 [ParlaMint.ana]	2016-03-02	Unicameralism	7. ciklus	-	53. ülés	3. ülésnap	-	Reference	English	Chairperson	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 7th parliamentary term	Coalition	Right to far-right	JakabIstvan	Jakab, István	M	1949	
ParlaMint-HU-en_2016-03-02	u2016-03-02-7	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2016 spring, meeting 53, day 3, 2016-03-02 [ParlaMint.ana]	2016-03-02	Unicameralism	7. ciklus	-	53. ülés	3. ülésnap	-	Reference	English	Regular	MP	notMinister	KNDP-frakció	Parliamentary group of the Christian Democratic People's Party in the 7th parliamentary term	Coalition	Right	RubovszkyGyorgy	Rubovszky, György	M	1944	
ParlaMint-HU-en_2016-03-02	u2016-03-02-8	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2016 spring, meeting 53, day 3, 2016-03-02 [ParlaMint.ana]	2016-03-02	Unicameralism	7. ciklus	-	53. ülés	3. ülésnap	-	Reference	English	Chairperson	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 7th parliamentary term	Coalition	Right to far-right	JakabIstvan	Jakab, István	M	1949	
ParlaMint-HU-en_2016-03-02	u2016-03-02-9	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2016 spring, meeting 53, day 3, 2016-03-02 [ParlaMint.ana]	2016-03-02	Unicameralism	7. ciklus	-	53. ülés	3. ülésnap	-	Reference	English	Regular	MP	notMinister	JOBBIK-frakció	Parliamentary group of the Movement for a Better Hungary in the 7th parliamentary term	Opposition	Centre-right	GyureCsaba	Gyüre, Csaba	M	1965	
