Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-HU-en_2018-09-18	u2018-09-18-0	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2018 autumn, meeting 11, day 2, 2018-09-18 [ParlaMint.ana]	2018-09-18	Unicameralism	8. ciklus	-	11. ülés	2. ülésnap	-	Reference	English	Chairperson	MP	notMinister	KNDP-frakció	Parliamentary group of the Christian Democratic People's Party in the 8th parliamentary term	Coalition	Right	LatorcaiJanos	Latorcai, János	M	1944	
ParlaMint-HU-en_2018-09-18	u2018-09-18-1	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2018 autumn, meeting 11, day 2, 2018-09-18 [ParlaMint.ana]	2018-09-18	Unicameralism	8. ciklus	-	11. ülés	2. ülésnap	-	Reference	English	Regular	MP	notMinister	DK-frakció	Parliamentary group of the Democratic Coalition in the 8th parliamentary term	Opposition	Centre-left	AratoGergely	Arató, Gergely	M	1968	
ParlaMint-HU-en_2018-09-18	u2018-09-18-2	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2018 autumn, meeting 11, day 2, 2018-09-18 [ParlaMint.ana]	2018-09-18	Unicameralism	8. ciklus	-	11. ülés	2. ülésnap	-	Reference	English	Chairperson	MP	notMinister	KNDP-frakció	Parliamentary group of the Christian Democratic People's Party in the 8th parliamentary term	Coalition	Right	LatorcaiJanos	Latorcai, János	M	1944	
ParlaMint-HU-en_2018-09-18	u2018-09-18-3	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2018 autumn, meeting 11, day 2, 2018-09-18 [ParlaMint.ana]	2018-09-18	Unicameralism	8. ciklus	-	11. ülés	2. ülésnap	-	Reference	English	Regular	MP	notMinister	KNDP-frakció	Parliamentary group of the Christian Democratic People's Party in the 8th parliamentary term	Coalition	Right	RetvariBence	Rétvári, Bence	M	1979	
ParlaMint-HU-en_2018-09-18	u2018-09-18-4	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2018 autumn, meeting 11, day 2, 2018-09-18 [ParlaMint.ana]	2018-09-18	Unicameralism	8. ciklus	-	11. ülés	2. ülésnap	-	Reference	English	Chairperson	MP	notMinister	KNDP-frakció	Parliamentary group of the Christian Democratic People's Party in the 8th parliamentary term	Coalition	Right	LatorcaiJanos	Latorcai, János	M	1944	
ParlaMint-HU-en_2018-09-18	u2018-09-18-5	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2018 autumn, meeting 11, day 2, 2018-09-18 [ParlaMint.ana]	2018-09-18	Unicameralism	8. ciklus	-	11. ülés	2. ülésnap	-	Reference	English	Regular	MP	notMinister	LMP-frakció	Parliamentary group of the Politics Can be Different in the 8th parliamentary term	Opposition	Centre to centre-left	HohnKrisztina	Hohn, Krisztina	F	1972	
ParlaMint-HU-en_2018-09-18	u2018-09-18-6	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2018 autumn, meeting 11, day 2, 2018-09-18 [ParlaMint.ana]	2018-09-18	Unicameralism	8. ciklus	-	11. ülés	2. ülésnap	-	Reference	English	Chairperson	MP	notMinister	KNDP-frakció	Parliamentary group of the Christian Democratic People's Party in the 8th parliamentary term	Coalition	Right	LatorcaiJanos	Latorcai, János	M	1944	
ParlaMint-HU-en_2018-09-18	u2018-09-18-7	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2018 autumn, meeting 11, day 2, 2018-09-18 [ParlaMint.ana]	2018-09-18	Unicameralism	8. ciklus	-	11. ülés	2. ülésnap	-	Reference	English	Regular	MP	notMinister	KNDP-frakció	Parliamentary group of the Christian Democratic People's Party in the 8th parliamentary term	Coalition	Right	RetvariBence	Rétvári, Bence	M	1979	
ParlaMint-HU-en_2018-09-18	u2018-09-18-8	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2018 autumn, meeting 11, day 2, 2018-09-18 [ParlaMint.ana]	2018-09-18	Unicameralism	8. ciklus	-	11. ülés	2. ülésnap	-	Reference	English	Chairperson	MP	notMinister	KNDP-frakció	Parliamentary group of the Christian Democratic People's Party in the 8th parliamentary term	Coalition	Right	LatorcaiJanos	Latorcai, János	M	1944	
ParlaMint-HU-en_2018-09-18	u2018-09-18-9	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2018 autumn, meeting 11, day 2, 2018-09-18 [ParlaMint.ana]	2018-09-18	Unicameralism	8. ciklus	-	11. ülés	2. ülésnap	-	Reference	English	Regular	MP	notMinister	MSZP-frakció	Parliamentary group of the Hungarian Socialist Party in the 8th parliamentary term	Opposition	Centre-left	BangoneBorbelyIldiko	Bangóné Borbély, Ildikó	F	1972	
