Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-HU-en_2014-11-26	u2014-11-26-0	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 autumn, meeting 20, day 3, 2014-11-26 [ParlaMint.ana]	2014-11-26	Unicameralism	7. ciklus	-	20. ülés	3. ülésnap	-	Reference	English	Chairperson	MP	notMinister	MSZP-frakció	Parliamentary group of the Hungarian Socialist Party in the 7th parliamentary term	Opposition	Centre-left	HillerIstvan	Hiller, István	M	1964	
ParlaMint-HU-en_2014-11-26	u2014-11-26-1	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 autumn, meeting 20, day 3, 2014-11-26 [ParlaMint.ana]	2014-11-26	Unicameralism	7. ciklus	-	20. ülés	3. ülésnap	-	Reference	English	Regular	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 7th parliamentary term	Coalition	Right to far-right	FonagyJanos	Fónagy, János	M	1942	
ParlaMint-HU-en_2014-11-26	u2014-11-26-2	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 autumn, meeting 20, day 3, 2014-11-26 [ParlaMint.ana]	2014-11-26	Unicameralism	7. ciklus	-	20. ülés	3. ülésnap	-	Reference	English	Chairperson	MP	notMinister	MSZP-frakció	Parliamentary group of the Hungarian Socialist Party in the 7th parliamentary term	Opposition	Centre-left	HillerIstvan	Hiller, István	M	1964	
ParlaMint-HU-en_2014-11-26	u2014-11-26-3	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 autumn, meeting 20, day 3, 2014-11-26 [ParlaMint.ana]	2014-11-26	Unicameralism	7. ciklus	-	20. ülés	3. ülésnap	-	Reference	English	Regular	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 7th parliamentary term	Coalition	Right to far-right	BartosMonika	Bartos, Mónika	F	1975	
ParlaMint-HU-en_2014-11-26	u2014-11-26-4	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 autumn, meeting 20, day 3, 2014-11-26 [ParlaMint.ana]	2014-11-26	Unicameralism	7. ciklus	-	20. ülés	3. ülésnap	-	Reference	English	Chairperson	MP	notMinister	MSZP-frakció	Parliamentary group of the Hungarian Socialist Party in the 7th parliamentary term	Opposition	Centre-left	HillerIstvan	Hiller, István	M	1964	
ParlaMint-HU-en_2014-11-26	u2014-11-26-5	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 autumn, meeting 20, day 3, 2014-11-26 [ParlaMint.ana]	2014-11-26	Unicameralism	7. ciklus	-	20. ülés	3. ülésnap	-	Reference	English	Regular	MP	notMinister	MSZP-frakció	Parliamentary group of the Hungarian Socialist Party in the 7th parliamentary term	Opposition	Centre-left	HeringesAnita	Heringes, Anita	F	1984	
ParlaMint-HU-en_2014-11-26	u2014-11-26-6	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 autumn, meeting 20, day 3, 2014-11-26 [ParlaMint.ana]	2014-11-26	Unicameralism	7. ciklus	-	20. ülés	3. ülésnap	-	Reference	English	Chairperson	MP	notMinister	MSZP-frakció	Parliamentary group of the Hungarian Socialist Party in the 7th parliamentary term	Opposition	Centre-left	HillerIstvan	Hiller, István	M	1964	
ParlaMint-HU-en_2014-11-26	u2014-11-26-7	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 autumn, meeting 20, day 3, 2014-11-26 [ParlaMint.ana]	2014-11-26	Unicameralism	7. ciklus	-	20. ülés	3. ülésnap	-	Reference	English	Regular	MP	notMinister	JOBBIK-frakció	Parliamentary group of the Movement for a Better Hungary in the 7th parliamentary term	Opposition	Centre-right	KepliLajos	Kepli, Lajos	M	1978	
ParlaMint-HU-en_2014-11-26	u2014-11-26-8	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 autumn, meeting 20, day 3, 2014-11-26 [ParlaMint.ana]	2014-11-26	Unicameralism	7. ciklus	-	20. ülés	3. ülésnap	-	Reference	English	Chairperson	MP	notMinister	MSZP-frakció	Parliamentary group of the Hungarian Socialist Party in the 7th parliamentary term	Opposition	Centre-left	HillerIstvan	Hiller, István	M	1964	
ParlaMint-HU-en_2014-11-26	u2014-11-26-9	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 autumn, meeting 20, day 3, 2014-11-26 [ParlaMint.ana]	2014-11-26	Unicameralism	7. ciklus	-	20. ülés	3. ülésnap	-	Reference	English	Regular	MP	notMinister	LMP-frakció	Parliamentary group of the Politics Can be Different in the 7th parliamentary term	Opposition	Centre to centre-left	SallaiRBenedek	Sallai R., Benedek	M	1974	
