Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-HU-en_2014-06-11	u2014-06-11-0	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 spring, meeting 7, day 2, 2014-06-11 [ParlaMint.ana]	2014-06-11	Unicameralism	7. ciklus	-	7. ülés	2. ülésnap	-	Reference	English	Chairperson	MP	notMinister	MSZP-frakció	Parliamentary group of the Hungarian Socialist Party in the 7th parliamentary term	Opposition	Centre-left	HillerIstvan	Hiller, István	M	1964	
ParlaMint-HU-en_2014-06-11	u2014-06-11-1	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 spring, meeting 7, day 2, 2014-06-11 [ParlaMint.ana]	2014-06-11	Unicameralism	7. ciklus	-	7. ülés	2. ülésnap	-	Reference	English	Regular	MP	notMinister	KNDP-frakció	Parliamentary group of the Christian Democratic People's Party in the 7th parliamentary term	Coalition	Right	HargitaiJanos	Hargitai, János	M	1958	
ParlaMint-HU-en_2014-06-11	u2014-06-11-2	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 spring, meeting 7, day 2, 2014-06-11 [ParlaMint.ana]	2014-06-11	Unicameralism	7. ciklus	-	7. ülés	2. ülésnap	-	Reference	English	Chairperson	MP	notMinister	MSZP-frakció	Parliamentary group of the Hungarian Socialist Party in the 7th parliamentary term	Opposition	Centre-left	HillerIstvan	Hiller, István	M	1964	
ParlaMint-HU-en_2014-06-11	u2014-06-11-3	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 spring, meeting 7, day 2, 2014-06-11 [ParlaMint.ana]	2014-06-11	Unicameralism	7. ciklus	-	7. ülés	2. ülésnap	-	Reference	English	Regular	MP	Minister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 7th parliamentary term	Coalition	Right to far-right	VargaMihaly	Varga, Mihály	M	1965	
ParlaMint-HU-en_2014-06-11	u2014-06-11-4	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 spring, meeting 7, day 2, 2014-06-11 [ParlaMint.ana]	2014-06-11	Unicameralism	7. ciklus	-	7. ülés	2. ülésnap	-	Reference	English	Chairperson	MP	notMinister	MSZP-frakció	Parliamentary group of the Hungarian Socialist Party in the 7th parliamentary term	Opposition	Centre-left	HillerIstvan	Hiller, István	M	1964	
ParlaMint-HU-en_2014-06-11	u2014-06-11-5	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 spring, meeting 7, day 2, 2014-06-11 [ParlaMint.ana]	2014-06-11	Unicameralism	7. ciklus	-	7. ülés	2. ülésnap	-	Reference	English	Regular	MP	notMinister	LMP-frakció	Parliamentary group of the Politics Can be Different in the 7th parliamentary term	Opposition	Centre to centre-left	SchmuckErzsebet	Schmuck, Erzsébet	F	1954	
ParlaMint-HU-en_2014-06-11	u2014-06-11-6	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 spring, meeting 7, day 2, 2014-06-11 [ParlaMint.ana]	2014-06-11	Unicameralism	7. ciklus	-	7. ülés	2. ülésnap	-	Reference	English	Chairperson	MP	notMinister	MSZP-frakció	Parliamentary group of the Hungarian Socialist Party in the 7th parliamentary term	Opposition	Centre-left	HillerIstvan	Hiller, István	M	1964	
ParlaMint-HU-en_2014-06-11	u2014-06-11-7	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 spring, meeting 7, day 2, 2014-06-11 [ParlaMint.ana]	2014-06-11	Unicameralism	7. ciklus	-	7. ülés	2. ülésnap	-	Reference	English	Regular	MP	Minister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 7th parliamentary term	Coalition	Right to far-right	VargaMihaly	Varga, Mihály	M	1965	
ParlaMint-HU-en_2014-06-11	u2014-06-11-8	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 spring, meeting 7, day 2, 2014-06-11 [ParlaMint.ana]	2014-06-11	Unicameralism	7. ciklus	-	7. ülés	2. ülésnap	-	Reference	English	Chairperson	MP	notMinister	MSZP-frakció	Parliamentary group of the Hungarian Socialist Party in the 7th parliamentary term	Opposition	Centre-left	HillerIstvan	Hiller, István	M	1964	
ParlaMint-HU-en_2014-06-11	u2014-06-11-9	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 spring, meeting 7, day 2, 2014-06-11 [ParlaMint.ana]	2014-06-11	Unicameralism	7. ciklus	-	7. ülés	2. ülésnap	-	Reference	English	Regular	MP	notMinister	JOBBIK-frakció	Parliamentary group of the Movement for a Better Hungary in the 7th parliamentary term	Opposition	Centre-right	MirkoczkiAdam	Mirkóczki, Ádám	M	1978	
ParlaMint-HU-en_2014-06-11	u2014-06-11-10	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 spring, meeting 7, day 2, 2014-06-11 [ParlaMint.ana]	2014-06-11	Unicameralism	7. ciklus	-	7. ülés	2. ülésnap	-	Reference	English	Chairperson	MP	notMinister	MSZP-frakció	Parliamentary group of the Hungarian Socialist Party in the 7th parliamentary term	Opposition	Centre-left	HillerIstvan	Hiller, István	M	1964	
ParlaMint-HU-en_2014-06-11	u2014-06-11-11	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 spring, meeting 7, day 2, 2014-06-11 [ParlaMint.ana]	2014-06-11	Unicameralism	7. ciklus	-	7. ülés	2. ülésnap	-	Reference	English	Guest	notMP	Minister	-	-	-	-	PinterSandor	Pintér, Sándor	M	1948	
ParlaMint-HU-en_2014-06-11	u2014-06-11-12	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 spring, meeting 7, day 2, 2014-06-11 [ParlaMint.ana]	2014-06-11	Unicameralism	7. ciklus	-	7. ülés	2. ülésnap	-	Reference	English	Chairperson	MP	notMinister	MSZP-frakció	Parliamentary group of the Hungarian Socialist Party in the 7th parliamentary term	Opposition	Centre-left	HillerIstvan	Hiller, István	M	1964	
ParlaMint-HU-en_2014-06-11	u2014-06-11-13	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 spring, meeting 7, day 2, 2014-06-11 [ParlaMint.ana]	2014-06-11	Unicameralism	7. ciklus	-	7. ülés	2. ülésnap	-	Reference	English	Regular	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 7th parliamentary term	Coalition	Right to far-right	BankiErik	Bánki, Erik	M	1970	
ParlaMint-HU-en_2014-06-11	u2014-06-11-14	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 spring, meeting 7, day 2, 2014-06-11 [ParlaMint.ana]	2014-06-11	Unicameralism	7. ciklus	-	7. ülés	2. ülésnap	-	Reference	English	Chairperson	MP	notMinister	MSZP-frakció	Parliamentary group of the Hungarian Socialist Party in the 7th parliamentary term	Opposition	Centre-left	HillerIstvan	Hiller, István	M	1964	
ParlaMint-HU-en_2014-06-11	u2014-06-11-15	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 spring, meeting 7, day 2, 2014-06-11 [ParlaMint.ana]	2014-06-11	Unicameralism	7. ciklus	-	7. ülés	2. ülésnap	-	Reference	English	Regular	MP	Minister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 7th parliamentary term	Coalition	Right to far-right	VargaMihaly	Varga, Mihály	M	1965	
ParlaMint-HU-en_2014-06-11	u2014-06-11-16	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 spring, meeting 7, day 2, 2014-06-11 [ParlaMint.ana]	2014-06-11	Unicameralism	7. ciklus	-	7. ülés	2. ülésnap	-	Reference	English	Chairperson	MP	notMinister	MSZP-frakció	Parliamentary group of the Hungarian Socialist Party in the 7th parliamentary term	Opposition	Centre-left	HillerIstvan	Hiller, István	M	1964	
ParlaMint-HU-en_2014-06-11	u2014-06-11-17	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 spring, meeting 7, day 2, 2014-06-11 [ParlaMint.ana]	2014-06-11	Unicameralism	7. ciklus	-	7. ülés	2. ülésnap	-	Reference	English	Guest	notMP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 7th parliamentary term	Coalition	Right to far-right	LSimonLaszlo	L. Simon, László	M	1972	
