Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-HU-en_2014-12-02	u2014-12-02-0	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 autumn, meeting 21, day 2, 2014-12-02 [ParlaMint.ana]	2014-12-02	Unicameralism	7. ciklus	-	21. ülés	2. ülésnap	-	Reference	English	Chairperson	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 7th parliamentary term	Coalition	Right to far-right	LezsakSandor	Lezsák, Sándor	M	1949	
ParlaMint-HU-en_2014-12-02	u2014-12-02-1	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 autumn, meeting 21, day 2, 2014-12-02 [ParlaMint.ana]	2014-12-02	Unicameralism	7. ciklus	-	21. ülés	2. ülésnap	-	Reference	English	Regular	MP	notMinister	LMP-frakció	Parliamentary group of the Politics Can be Different in the 7th parliamentary term	Opposition	Centre to centre-left	SzelBernadett	Szél, Bernadett	F	1977	
ParlaMint-HU-en_2014-12-02	u2014-12-02-2	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 autumn, meeting 21, day 2, 2014-12-02 [ParlaMint.ana]	2014-12-02	Unicameralism	7. ciklus	-	21. ülés	2. ülésnap	-	Reference	English	Chairperson	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 7th parliamentary term	Coalition	Right to far-right	LezsakSandor	Lezsák, Sándor	M	1949	
ParlaMint-HU-en_2014-12-02	u2014-12-02-3	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 autumn, meeting 21, day 2, 2014-12-02 [ParlaMint.ana]	2014-12-02	Unicameralism	7. ciklus	-	21. ülés	2. ülésnap	-	Reference	English	Regular	MP	notMinister	LMP-frakció	Parliamentary group of the Politics Can be Different in the 7th parliamentary term	Opposition	Centre to centre-left	SzelBernadett	Szél, Bernadett	F	1977	
ParlaMint-HU-en_2014-12-02	u2014-12-02-4	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 autumn, meeting 21, day 2, 2014-12-02 [ParlaMint.ana]	2014-12-02	Unicameralism	7. ciklus	-	21. ülés	2. ülésnap	-	Reference	English	Chairperson	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 7th parliamentary term	Coalition	Right to far-right	LezsakSandor	Lezsák, Sándor	M	1949	
ParlaMint-HU-en_2014-12-02	u2014-12-02-5	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 autumn, meeting 21, day 2, 2014-12-02 [ParlaMint.ana]	2014-12-02	Unicameralism	7. ciklus	-	21. ülés	2. ülésnap	-	Reference	English	Regular	MP	notMinister	KNDP-frakció	Parliamentary group of the Christian Democratic People's Party in the 7th parliamentary term	Coalition	Right	RetvariBence	Rétvári, Bence	M	1979	
ParlaMint-HU-en_2014-12-02	u2014-12-02-6	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 autumn, meeting 21, day 2, 2014-12-02 [ParlaMint.ana]	2014-12-02	Unicameralism	7. ciklus	-	21. ülés	2. ülésnap	-	Reference	English	Chairperson	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 7th parliamentary term	Coalition	Right to far-right	LezsakSandor	Lezsák, Sándor	M	1949	
ParlaMint-HU-en_2014-12-02	u2014-12-02-7	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 autumn, meeting 21, day 2, 2014-12-02 [ParlaMint.ana]	2014-12-02	Unicameralism	7. ciklus	-	21. ülés	2. ülésnap	-	Reference	English	Regular	MP	notMinister	MSZP-frakció	Parliamentary group of the Hungarian Socialist Party in the 7th parliamentary term	Opposition	Centre-left	LukacsZoltan	Lukács, Zoltán	M	1969	
ParlaMint-HU-en_2014-12-02	u2014-12-02-8	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 autumn, meeting 21, day 2, 2014-12-02 [ParlaMint.ana]	2014-12-02	Unicameralism	7. ciklus	-	21. ülés	2. ülésnap	-	Reference	English	Chairperson	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 7th parliamentary term	Coalition	Right to far-right	LezsakSandor	Lezsák, Sándor	M	1949	
ParlaMint-HU-en_2014-12-02	u2014-12-02-9	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 autumn, meeting 21, day 2, 2014-12-02 [ParlaMint.ana]	2014-12-02	Unicameralism	7. ciklus	-	21. ülés	2. ülésnap	-	Reference	English	Regular	MP	notMinister	KNDP-frakció	Parliamentary group of the Christian Democratic People's Party in the 7th parliamentary term	Coalition	Right	RetvariBence	Rétvári, Bence	M	1979	
ParlaMint-HU-en_2014-12-02	u2014-12-02-10	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 autumn, meeting 21, day 2, 2014-12-02 [ParlaMint.ana]	2014-12-02	Unicameralism	7. ciklus	-	21. ülés	2. ülésnap	-	Reference	English	Chairperson	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 7th parliamentary term	Coalition	Right to far-right	LezsakSandor	Lezsák, Sándor	M	1949	
ParlaMint-HU-en_2014-12-02	u2014-12-02-11	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 autumn, meeting 21, day 2, 2014-12-02 [ParlaMint.ana]	2014-12-02	Unicameralism	7. ciklus	-	21. ülés	2. ülésnap	-	Reference	English	Guest	notMP	notMinister	KDNP	Christian Democratic People's Party	-	Right	SolteszMiklos	Soltész, Miklós	M	1963	
ParlaMint-HU-en_2014-12-02	u2014-12-02-12	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 autumn, meeting 21, day 2, 2014-12-02 [ParlaMint.ana]	2014-12-02	Unicameralism	7. ciklus	-	21. ülés	2. ülésnap	-	Reference	English	Chairperson	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 7th parliamentary term	Coalition	Right to far-right	LezsakSandor	Lezsák, Sándor	M	1949	
ParlaMint-HU-en_2014-12-02	u2014-12-02-13	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 autumn, meeting 21, day 2, 2014-12-02 [ParlaMint.ana]	2014-12-02	Unicameralism	7. ciklus	-	21. ülés	2. ülésnap	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	PotapiArpadJanos	Potápi, Árpád János	M	1967	
ParlaMint-HU-en_2014-12-02	u2014-12-02-14	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 autumn, meeting 21, day 2, 2014-12-02 [ParlaMint.ana]	2014-12-02	Unicameralism	7. ciklus	-	21. ülés	2. ülésnap	-	Reference	English	Chairperson	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 7th parliamentary term	Coalition	Right to far-right	LezsakSandor	Lezsák, Sándor	M	1949	
ParlaMint-HU-en_2014-12-02	u2014-12-02-15	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 autumn, meeting 21, day 2, 2014-12-02 [ParlaMint.ana]	2014-12-02	Unicameralism	7. ciklus	-	21. ülés	2. ülésnap	-	Reference	English	Regular	MP	notMinister	MSZP-frakció	Parliamentary group of the Hungarian Socialist Party in the 7th parliamentary term	Opposition	Centre-left	GogosZoltan	Gőgös, Zoltán	M	1960	
ParlaMint-HU-en_2014-12-02	u2014-12-02-16	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 autumn, meeting 21, day 2, 2014-12-02 [ParlaMint.ana]	2014-12-02	Unicameralism	7. ciklus	-	21. ülés	2. ülésnap	-	Reference	English	Chairperson	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 7th parliamentary term	Coalition	Right to far-right	LezsakSandor	Lezsák, Sándor	M	1949	
