Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-HU-en_2014-06-02	u2014-06-02-0	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 spring, meeting 5, day 1, 2014-06-02 [ParlaMint.ana]	2014-06-02	Unicameralism	7. ciklus	-	5. ülés	1. ülésnap	-	Reference	English	Chairperson	notMP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 7th parliamentary term	-	Right to far-right	KoverLaszlo	Kövér, László	M	1959	
ParlaMint-HU-en_2014-06-02	u2014-06-02-1	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 spring, meeting 5, day 1, 2014-06-02 [ParlaMint.ana]	2014-06-02	Unicameralism	7. ciklus	-	5. ülés	1. ülésnap	-	Reference	English	Regular	MP	notMinister	LMP-frakció	Parliamentary group of the Politics Can be Different in the 7th parliamentary term	-	Centre to centre-left	SchifferAndras	Schiffer, András	M	1971	
ParlaMint-HU-en_2014-06-02	u2014-06-02-2	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 spring, meeting 5, day 1, 2014-06-02 [ParlaMint.ana]	2014-06-02	Unicameralism	7. ciklus	-	5. ülés	1. ülésnap	-	Reference	English	Chairperson	notMP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 7th parliamentary term	-	Right to far-right	KoverLaszlo	Kövér, László	M	1959	
ParlaMint-HU-en_2014-06-02	u2014-06-02-3	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 spring, meeting 5, day 1, 2014-06-02 [ParlaMint.ana]	2014-06-02	Unicameralism	7. ciklus	-	5. ülés	1. ülésnap	-	Reference	English	Regular	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 7th parliamentary term	-	Right to far-right	SzatmaryKristof	Szatmáry, Kristóf	M	1975	
ParlaMint-HU-en_2014-06-02	u2014-06-02-4	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 spring, meeting 5, day 1, 2014-06-02 [ParlaMint.ana]	2014-06-02	Unicameralism	7. ciklus	-	5. ülés	1. ülésnap	-	Reference	English	Chairperson	notMP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 7th parliamentary term	-	Right to far-right	KoverLaszlo	Kövér, László	M	1959	
ParlaMint-HU-en_2014-06-02	u2014-06-02-5	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 spring, meeting 5, day 1, 2014-06-02 [ParlaMint.ana]	2014-06-02	Unicameralism	7. ciklus	-	5. ülés	1. ülésnap	-	Reference	English	Regular	MP	notMinister	JOBBIK-frakció	Parliamentary group of the Movement for a Better Hungary in the 7th parliamentary term	-	Centre-right	GyongyosiMarton	Gyöngyösi, Márton	M	1977	
ParlaMint-HU-en_2014-06-02	u2014-06-02-6	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 spring, meeting 5, day 1, 2014-06-02 [ParlaMint.ana]	2014-06-02	Unicameralism	7. ciklus	-	5. ülés	1. ülésnap	-	Reference	English	Chairperson	notMP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 7th parliamentary term	-	Right to far-right	KoverLaszlo	Kövér, László	M	1959	
ParlaMint-HU-en_2014-06-02	u2014-06-02-7	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 spring, meeting 5, day 1, 2014-06-02 [ParlaMint.ana]	2014-06-02	Unicameralism	7. ciklus	-	5. ülés	1. ülésnap	-	Reference	English	Regular	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 7th parliamentary term	-	Right to far-right	NemethZsolt	Németh, Zsolt	M	1963	
ParlaMint-HU-en_2014-06-02	u2014-06-02-8	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 spring, meeting 5, day 1, 2014-06-02 [ParlaMint.ana]	2014-06-02	Unicameralism	7. ciklus	-	5. ülés	1. ülésnap	-	Reference	English	Chairperson	notMP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 7th parliamentary term	-	Right to far-right	KoverLaszlo	Kövér, László	M	1959	
ParlaMint-HU-en_2014-06-02	u2014-06-02-9	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 spring, meeting 5, day 1, 2014-06-02 [ParlaMint.ana]	2014-06-02	Unicameralism	7. ciklus	-	5. ülés	1. ülésnap	-	Reference	English	Regular	MP	notMinister	MSZP-frakció	Parliamentary group of the Hungarian Socialist Party in the 7th parliamentary term	-	Centre-left	HarangozoTamas	Harangozó, Tamás Attila	M	1979	
