Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-HU-en_2020-04-06	u2020-04-06-0	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2020 spring, meeting 43, day 1, 2020-04-06 [ParlaMint.ana]	2020-04-06	Unicameralism	8. ciklus	-	43. ülés	1. ülésnap	-	COVID	English	Chairperson	MP	notMinister	-	-	-	-	KoverLaszlo	Kövér, László	M	1959	
ParlaMint-HU-en_2020-04-06	u2020-04-06-1	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2020 spring, meeting 43, day 1, 2020-04-06 [ParlaMint.ana]	2020-04-06	Unicameralism	8. ciklus	-	43. ülés	1. ülésnap	-	COVID	English	Regular	MP	Minister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 8th parliamentary term	Coalition	Right to far-right	GulyasGergely	Gulyás, Gergely	M	1981	
ParlaMint-HU-en_2020-04-06	u2020-04-06-2	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2020 spring, meeting 43, day 1, 2020-04-06 [ParlaMint.ana]	2020-04-06	Unicameralism	8. ciklus	-	43. ülés	1. ülésnap	-	COVID	English	Chairperson	MP	notMinister	-	-	-	-	KoverLaszlo	Kövér, László	M	1959	
ParlaMint-HU-en_2020-04-06	u2020-04-06-3	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2020 spring, meeting 43, day 1, 2020-04-06 [ParlaMint.ana]	2020-04-06	Unicameralism	8. ciklus	-	43. ülés	1. ülésnap	-	COVID	English	Regular	MP	notMinister	JOBBIK-frakció	Parliamentary group of the Movement for a Better Hungary in the 8th parliamentary term	Opposition	Centre-right	JakabPeter	Jakab, Péter	M	1980	
ParlaMint-HU-en_2020-04-06	u2020-04-06-4	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2020 spring, meeting 43, day 1, 2020-04-06 [ParlaMint.ana]	2020-04-06	Unicameralism	8. ciklus	-	43. ülés	1. ülésnap	-	COVID	English	Chairperson	MP	notMinister	-	-	-	-	KoverLaszlo	Kövér, László	M	1959	
ParlaMint-HU-en_2020-04-06	u2020-04-06-5	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2020 spring, meeting 43, day 1, 2020-04-06 [ParlaMint.ana]	2020-04-06	Unicameralism	8. ciklus	-	43. ülés	1. ülésnap	-	COVID	English	Regular	MP	notMinister	MSZP-frakció	Parliamentary group of the Hungarian Socialist Party in the 8th parliamentary term	Opposition	Centre-left	TothBertalan	Tóth, Bertalan	M	1975	
ParlaMint-HU-en_2020-04-06	u2020-04-06-6	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2020 spring, meeting 43, day 1, 2020-04-06 [ParlaMint.ana]	2020-04-06	Unicameralism	8. ciklus	-	43. ülés	1. ülésnap	-	COVID	English	Chairperson	MP	notMinister	-	-	-	-	KoverLaszlo	Kövér, László	M	1959	
ParlaMint-HU-en_2020-04-06	u2020-04-06-7	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2020 spring, meeting 43, day 1, 2020-04-06 [ParlaMint.ana]	2020-04-06	Unicameralism	8. ciklus	-	43. ülés	1. ülésnap	-	COVID	English	Regular	MP	notMinister	Párbeszéd-frakció	Parliamentary group of the Dialogue for Hungary in the 8th parliamentary term	Opposition	Centre-left to left	SzaboTimea	Szabó, Tímea	F	1976	
ParlaMint-HU-en_2020-04-06	u2020-04-06-8	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2020 spring, meeting 43, day 1, 2020-04-06 [ParlaMint.ana]	2020-04-06	Unicameralism	8. ciklus	-	43. ülés	1. ülésnap	-	COVID	English	Chairperson	MP	notMinister	-	-	-	-	KoverLaszlo	Kövér, László	M	1959	
ParlaMint-HU-en_2020-04-06	u2020-04-06-9	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2020 spring, meeting 43, day 1, 2020-04-06 [ParlaMint.ana]	2020-04-06	Unicameralism	8. ciklus	-	43. ülés	1. ülésnap	-	COVID	English	Regular	MP	notMinister	LMP-frakció	Parliamentary group of the Politics Can be Different in the 8th parliamentary term	Opposition	Centre to centre-left	SchmuckErzsebet	Schmuck, Erzsébet	F	1954	
