Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-HU-en_2021-09-28	u2021-09-28-0	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 autumn, meeting 78, day 2, 2021-09-28 [ParlaMint.ana]	2021-09-28	Unicameralism	8. ciklus	-	78. ülés	2. ülésnap	-	COVID	English	Chairperson	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 8th parliamentary term	Coalition	Right to far-right	LezsakSandor	Lezsák, Sándor	M	1949	
ParlaMint-HU-en_2021-09-28	u2021-09-28-1	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 autumn, meeting 78, day 2, 2021-09-28 [ParlaMint.ana]	2021-09-28	Unicameralism	8. ciklus	-	78. ülés	2. ülésnap	-	COVID	English	Regular	MP	notMinister	Párbeszéd-frakció	Parliamentary group of the Dialogue for Hungary in the 8th parliamentary term	Opposition	Centre-left to left	BuranySandor	Burány, Sándor	M	1956	
ParlaMint-HU-en_2021-09-28	u2021-09-28-2	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 autumn, meeting 78, day 2, 2021-09-28 [ParlaMint.ana]	2021-09-28	Unicameralism	8. ciklus	-	78. ülés	2. ülésnap	-	COVID	English	Chairperson	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 8th parliamentary term	Coalition	Right to far-right	LezsakSandor	Lezsák, Sándor	M	1949	
ParlaMint-HU-en_2021-09-28	u2021-09-28-3	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 autumn, meeting 78, day 2, 2021-09-28 [ParlaMint.ana]	2021-09-28	Unicameralism	8. ciklus	-	78. ülés	2. ülésnap	-	COVID	English	Guest	notMP	notMinister	-	-	-	-	TallaiAndras	Tállai, András	M	1959	
ParlaMint-HU-en_2021-09-28	u2021-09-28-4	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 autumn, meeting 78, day 2, 2021-09-28 [ParlaMint.ana]	2021-09-28	Unicameralism	8. ciklus	-	78. ülés	2. ülésnap	-	COVID	English	Chairperson	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 8th parliamentary term	Coalition	Right to far-right	LezsakSandor	Lezsák, Sándor	M	1949	
ParlaMint-HU-en_2021-09-28	u2021-09-28-5	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 autumn, meeting 78, day 2, 2021-09-28 [ParlaMint.ana]	2021-09-28	Unicameralism	8. ciklus	-	78. ülés	2. ülésnap	-	COVID	English	Regular	MP	notMinister	LMP-frakció	Parliamentary group of the Politics Can be Different in the 8th parliamentary term	Opposition	Centre to centre-left	CsardiAntal	Csárdi, Antal	M	1976	
ParlaMint-HU-en_2021-09-28	u2021-09-28-6	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 autumn, meeting 78, day 2, 2021-09-28 [ParlaMint.ana]	2021-09-28	Unicameralism	8. ciklus	-	78. ülés	2. ülésnap	-	COVID	English	Chairperson	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 8th parliamentary term	Coalition	Right to far-right	LezsakSandor	Lezsák, Sándor	M	1949	
ParlaMint-HU-en_2021-09-28	u2021-09-28-7	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 autumn, meeting 78, day 2, 2021-09-28 [ParlaMint.ana]	2021-09-28	Unicameralism	8. ciklus	-	78. ülés	2. ülésnap	-	COVID	English	Regular	MP	notMinister	KNDP-frakció	Parliamentary group of the Christian Democratic People's Party in the 8th parliamentary term	Coalition	Right	RetvariBence	Rétvári, Bence	M	1979	
ParlaMint-HU-en_2021-09-28	u2021-09-28-8	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 autumn, meeting 78, day 2, 2021-09-28 [ParlaMint.ana]	2021-09-28	Unicameralism	8. ciklus	-	78. ülés	2. ülésnap	-	COVID	English	Chairperson	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 8th parliamentary term	Coalition	Right to far-right	LezsakSandor	Lezsák, Sándor	M	1949	
ParlaMint-HU-en_2021-09-28	u2021-09-28-9	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 autumn, meeting 78, day 2, 2021-09-28 [ParlaMint.ana]	2021-09-28	Unicameralism	8. ciklus	-	78. ülés	2. ülésnap	-	COVID	English	Regular	MP	notMinister	MSZP-frakció	Parliamentary group of the Hungarian Socialist Party in the 8th parliamentary term	Opposition	Centre-left	VargaLaszlo	Varga, László	M	1979	
ParlaMint-HU-en_2021-09-28	u2021-09-28-10	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 autumn, meeting 78, day 2, 2021-09-28 [ParlaMint.ana]	2021-09-28	Unicameralism	8. ciklus	-	78. ülés	2. ülésnap	-	COVID	English	Chairperson	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 8th parliamentary term	Coalition	Right to far-right	LezsakSandor	Lezsák, Sándor	M	1949	
ParlaMint-HU-en_2021-09-28	u2021-09-28-11	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 autumn, meeting 78, day 2, 2021-09-28 [ParlaMint.ana]	2021-09-28	Unicameralism	8. ciklus	-	78. ülés	2. ülésnap	-	COVID	English	Regular	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 8th parliamentary term	Coalition	Right to far-right	DomotorCsaba	Dömötör, Csaba	M	1982	
ParlaMint-HU-en_2021-09-28	u2021-09-28-12	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 autumn, meeting 78, day 2, 2021-09-28 [ParlaMint.ana]	2021-09-28	Unicameralism	8. ciklus	-	78. ülés	2. ülésnap	-	COVID	English	Chairperson	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 8th parliamentary term	Coalition	Right to far-right	LezsakSandor	Lezsák, Sándor	M	1949	
ParlaMint-HU-en_2021-09-28	u2021-09-28-13	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 autumn, meeting 78, day 2, 2021-09-28 [ParlaMint.ana]	2021-09-28	Unicameralism	8. ciklus	-	78. ülés	2. ülésnap	-	COVID	English	Regular	MP	notMinister	JOBBIK-frakció	Parliamentary group of the Movement for a Better Hungary in the 8th parliamentary term	Opposition	Centre-right	BalczoZoltan	Balczó, Zoltán	M	1948	
ParlaMint-HU-en_2021-09-28	u2021-09-28-14	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 autumn, meeting 78, day 2, 2021-09-28 [ParlaMint.ana]	2021-09-28	Unicameralism	8. ciklus	-	78. ülés	2. ülésnap	-	COVID	English	Chairperson	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 8th parliamentary term	Coalition	Right to far-right	LezsakSandor	Lezsák, Sándor	M	1949	
ParlaMint-HU-en_2021-09-28	u2021-09-28-15	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 autumn, meeting 78, day 2, 2021-09-28 [ParlaMint.ana]	2021-09-28	Unicameralism	8. ciklus	-	78. ülés	2. ülésnap	-	COVID	English	Regular	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 8th parliamentary term	Coalition	Right to far-right	DomotorCsaba	Dömötör, Csaba	M	1982	
ParlaMint-HU-en_2021-09-28	u2021-09-28-16	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 autumn, meeting 78, day 2, 2021-09-28 [ParlaMint.ana]	2021-09-28	Unicameralism	8. ciklus	-	78. ülés	2. ülésnap	-	COVID	English	Chairperson	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 8th parliamentary term	Coalition	Right to far-right	LezsakSandor	Lezsák, Sándor	M	1949	
ParlaMint-HU-en_2021-09-28	u2021-09-28-17	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 autumn, meeting 78, day 2, 2021-09-28 [ParlaMint.ana]	2021-09-28	Unicameralism	8. ciklus	-	78. ülés	2. ülésnap	-	COVID	English	Regular	MP	notMinister	KNDP-frakció	Parliamentary group of the Christian Democratic People's Party in the 8th parliamentary term	Coalition	Right	VejkeyImre	Vejkey, Imre	M	1964	
ParlaMint-HU-en_2021-09-28	u2021-09-28-18	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 autumn, meeting 78, day 2, 2021-09-28 [ParlaMint.ana]	2021-09-28	Unicameralism	8. ciklus	-	78. ülés	2. ülésnap	-	COVID	English	Chairperson	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 8th parliamentary term	Coalition	Right to far-right	LezsakSandor	Lezsák, Sándor	M	1949	
ParlaMint-HU-en_2021-09-28	u2021-09-28-19	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 autumn, meeting 78, day 2, 2021-09-28 [ParlaMint.ana]	2021-09-28	Unicameralism	8. ciklus	-	78. ülés	2. ülésnap	-	COVID	English	Regular	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 8th parliamentary term	Coalition	Right to far-right	ZsigoRobert	Zsigó, Róbert	M	1967	
ParlaMint-HU-en_2021-09-28	u2021-09-28-20	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 autumn, meeting 78, day 2, 2021-09-28 [ParlaMint.ana]	2021-09-28	Unicameralism	8. ciklus	-	78. ülés	2. ülésnap	-	COVID	English	Chairperson	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 8th parliamentary term	Coalition	Right to far-right	LezsakSandor	Lezsák, Sándor	M	1949	
ParlaMint-HU-en_2021-09-28	u2021-09-28-21	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 autumn, meeting 78, day 2, 2021-09-28 [ParlaMint.ana]	2021-09-28	Unicameralism	8. ciklus	-	78. ülés	2. ülésnap	-	COVID	English	Regular	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 8th parliamentary term	Coalition	Right to far-right	ZsigoRobert	Zsigó, Róbert	M	1967	
ParlaMint-HU-en_2021-09-28	u2021-09-28-22	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 autumn, meeting 78, day 2, 2021-09-28 [ParlaMint.ana]	2021-09-28	Unicameralism	8. ciklus	-	78. ülés	2. ülésnap	-	COVID	English	Chairperson	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 8th parliamentary term	Coalition	Right to far-right	LezsakSandor	Lezsák, Sándor	M	1949	
ParlaMint-HU-en_2021-09-28	u2021-09-28-23	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 autumn, meeting 78, day 2, 2021-09-28 [ParlaMint.ana]	2021-09-28	Unicameralism	8. ciklus	-	78. ülés	2. ülésnap	-	COVID	English	Regular	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 8th parliamentary term	Coalition	Right to far-right	SelmecziGabriella	Selmeczi, Gabriella	F	1965	
ParlaMint-HU-en_2021-09-28	u2021-09-28-24	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 autumn, meeting 78, day 2, 2021-09-28 [ParlaMint.ana]	2021-09-28	Unicameralism	8. ciklus	-	78. ülés	2. ülésnap	-	COVID	English	Chairperson	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 8th parliamentary term	Coalition	Right to far-right	LezsakSandor	Lezsák, Sándor	M	1949	
ParlaMint-HU-en_2021-09-28	u2021-09-28-25	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 autumn, meeting 78, day 2, 2021-09-28 [ParlaMint.ana]	2021-09-28	Unicameralism	8. ciklus	-	78. ülés	2. ülésnap	-	COVID	English	Regular	MP	notMinister	KNDP-frakció	Parliamentary group of the Christian Democratic People's Party in the 8th parliamentary term	Coalition	Right	RetvariBence	Rétvári, Bence	M	1979	
ParlaMint-HU-en_2021-09-28	u2021-09-28-26	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 autumn, meeting 78, day 2, 2021-09-28 [ParlaMint.ana]	2021-09-28	Unicameralism	8. ciklus	-	78. ülés	2. ülésnap	-	COVID	English	Chairperson	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 8th parliamentary term	Coalition	Right to far-right	LezsakSandor	Lezsák, Sándor	M	1949	
ParlaMint-HU-en_2021-09-28	u2021-09-28-27	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 autumn, meeting 78, day 2, 2021-09-28 [ParlaMint.ana]	2021-09-28	Unicameralism	8. ciklus	-	78. ülés	2. ülésnap	-	COVID	English	Guest	notMP	notMinister	KDNP	Christian Democratic People's Party	-	Right	SolteszMiklos	Soltész, Miklós	M	1963	
ParlaMint-HU-en_2021-09-28	u2021-09-28-28	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 autumn, meeting 78, day 2, 2021-09-28 [ParlaMint.ana]	2021-09-28	Unicameralism	8. ciklus	-	78. ülés	2. ülésnap	-	COVID	English	Chairperson	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 8th parliamentary term	Coalition	Right to far-right	LezsakSandor	Lezsák, Sándor	M	1949	
ParlaMint-HU-en_2021-09-28	u2021-09-28-29	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 autumn, meeting 78, day 2, 2021-09-28 [ParlaMint.ana]	2021-09-28	Unicameralism	8. ciklus	-	78. ülés	2. ülésnap	-	COVID	English	Regular	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 8th parliamentary term	Coalition	Right to far-right	BecsoKaroly	Becsó, Károly	M	1967	
ParlaMint-HU-en_2021-09-28	u2021-09-28-30	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 autumn, meeting 78, day 2, 2021-09-28 [ParlaMint.ana]	2021-09-28	Unicameralism	8. ciklus	-	78. ülés	2. ülésnap	-	COVID	English	Chairperson	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 8th parliamentary term	Coalition	Right to far-right	LezsakSandor	Lezsák, Sándor	M	1949	
ParlaMint-HU-en_2021-09-28	u2021-09-28-31	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 autumn, meeting 78, day 2, 2021-09-28 [ParlaMint.ana]	2021-09-28	Unicameralism	8. ciklus	-	78. ülés	2. ülésnap	-	COVID	English	Regular	MP	notMinister	JOBBIK-frakció	Parliamentary group of the Movement for a Better Hungary in the 8th parliamentary term	Opposition	Centre-right	BalczoZoltan	Balczó, Zoltán	M	1948	
ParlaMint-HU-en_2021-09-28	u2021-09-28-32	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 autumn, meeting 78, day 2, 2021-09-28 [ParlaMint.ana]	2021-09-28	Unicameralism	8. ciklus	-	78. ülés	2. ülésnap	-	COVID	English	Chairperson	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 8th parliamentary term	Coalition	Right to far-right	LezsakSandor	Lezsák, Sándor	M	1949	
ParlaMint-HU-en_2021-09-28	u2021-09-28-33	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 autumn, meeting 78, day 2, 2021-09-28 [ParlaMint.ana]	2021-09-28	Unicameralism	8. ciklus	-	78. ülés	2. ülésnap	-	COVID	English	Regular	MP	notMinister	KNDP-frakció	Parliamentary group of the Christian Democratic People's Party in the 8th parliamentary term	Coalition	Right	VejkeyImre	Vejkey, Imre	M	1964	
